raw,naive,anchored
0.20606757064852452,0.0985401477639187,0.08384503418307786
0.16035373078360435,0.0985401477639187,0.08384503418307786
0.15078121568003752,0.0985401477639187,0.08384503418307786
0.1947977351411588,0.0985401477639187,0.08384503418307786
0.18389246415120153,0.0985401477639187,0.08384503418307786
0.2573557829091717,0.0985401477639187,0.08384503418307786
0.2609537588919362,0.0985401477639187,0.08384503418307786
0.2230654979274927,0.0985401477639187,0.08384503418307786
0.19118741440955014,0.0985401477639187,0.08384503418307786
0.2219696572267399,0.0985401477639187,0.08384503418307786
0.15345830045056555,0.0985401477639187,0.08384503418307786
0.14683549205850896,0.0985401477639187,0.08384503418307786
0.23675870805459662,0.0985401477639187,0.08384503418307786
0.2396860562221569,0.0985401477639187,0.08384503418307786
0.17384748316188892,0.0985401477639187,0.08384503418307786
0.2116143210710768,0.0985401477639187,0.08384503418307786
0.21099071133069,0.0985401477639187,0.08384503418307786
0.1954159352844619,0.0985401477639187,0.08384503418307786
0.19533264964072128,0.0985401477639187,0.08384503418307786
0.15845892694606345,0.0985401477639187,0.08384503418307786
0.1550363980327927,0.0985401477639187,0.08384503418307786
0.21250016365105084,0.0985401477639187,0.08384503418307786
0.17260558555555092,0.0985401477639187,0.08384503418307786
0.18482427685627353,0.0985401477639187,0.08384503418307786
0.17806707549599218,0.0985401477639187,0.08384503418307786
0.2007500179350907,0.0985401477639187,0.08384503418307786
0.17424621424771755,0.0985401477639187,0.08384503418307786
0.1491789380071828,0.0985401477639187,0.08384503418307786
0.21947367405705845,0.0985401477639187,0.08384503418307786
0.1919635311645543,0.0985401477639187,0.08384503418307786
0.16265749115207231,0.0985401477639187,0.08384503418307786
0.220146435781958,0.0985401477639187,0.08384503418307786
0.18007741862415555,0.0985401477639187,0.08384503418307786
0.20147323032099518,0.0985401477639187,0.08384503418307786
0.15243685813048538,0.0985401477639187,0.08384503418307786
0.16480324114525585,0.0985401477639187,0.08384503418307786
0.13734974122302715,0.0985401477639187,0.08384503418307786
0.1715217002142742,0.0985401477639187,0.08384503418307786
0.17330052589911144,0.0985401477639187,0.08384503418307786
0.17142794616191534,0.0985401477639187,0.08384503418307786
0.19605616322911348,0.0985401477639187,0.08384503418307786
