raw,naive,anchored
0.11100192205186984,0.09317284808785806,0.0900132761107212
0.11448392089770222,0.09317284808785806,0.0900132761107212
0.09961145247020148,0.09317284808785806,0.0900132761107212
0.10096719902384592,0.09317284808785806,0.0900132761107212
0.10675805337442332,0.09317284808785806,0.0900132761107212
0.09665699613198998,0.09317284808785806,0.0900132761107212
0.11592924007246146,0.09317284808785806,0.0900132761107212
0.09826954989619494,0.09317284808785806,0.0900132761107212
0.1000792776692983,0.09317284808785806,0.0900132761107212
0.10123171702035043,0.09317284808785806,0.0900132761107212
0.09768174388039698,0.09317284808785806,0.0900132761107212
0.10610781745353626,0.09317284808785806,0.0900132761107212
0.1121569465018779,0.09317284808785806,0.0900132761107212
0.10326197667026549,0.09317284808785806,0.0900132761107212
0.10032403144397235,0.09317284808785806,0.0900132761107212
0.12288294510970511,0.09317284808785806,0.0900132761107212
0.10056484084218881,0.09317284808785806,0.0900132761107212
0.11484196567307793,0.09317284808785806,0.0900132761107212
0.119157862650248,0.09317284808785806,0.0900132761107212
0.1008506579715729,0.09317284808785806,0.0900132761107212
0.09853956977387393,0.09317284808785806,0.0900132761107212
0.09680531720132135,0.09317284808785806,0.0900132761107212
0.09776979237422578,0.09317284808785806,0.0900132761107212
0.10092810520857157,0.09317284808785806,0.0900132761107212
0.09990620930401388,0.09317284808785806,0.0900132761107212
0.09871493338244532,0.09317284808785806,0.0900132761107212
0.09776101255807974,0.09317284808785806,0.0900132761107212
0.10550261972367775,0.09317284808785806,0.0900132761107212
0.1023887480375072,0.09317284808785806,0.0900132761107212
0.11638252678524144,0.09317284808785806,0.0900132761107212
0.09719870733343715,0.09317284808785806,0.0900132761107212
0.10905528800704234,0.09317284808785806,0.0900132761107212
0.09921435912579128,0.09317284808785806,0.0900132761107212
0.10463328923039816,0.09317284808785806,0.0900132761107212
0.10084583719579836,0.09317284808785806,0.0900132761107212
0.09830784445613479,0.09317284808785806,0.0900132761107212
0.10718052894322617,0.09317284808785806,0.0900132761107212
0.09867744709170449,0.09317284808785806,0.0900132761107212
0.09761695232263377,0.09317284808785806,0.0900132761107212
0.09464337961458504,0.09317284808785806,0.0900132761107212
0.09641079562771825,0.09317284808785806,0.0900132761107212
0.10357587569441742,0.09317284808785806,0.0900132761107212
0.0978346193945283,0.09317284808785806,0.0900132761107212
0.10982043760205942,0.09317284808785806,0.0900132761107212
0.10144196859766488,0.09317284808785806,0.0900132761107212
0.09783876971172471,0.09317284808785806,0.0900132761107212
0.10172251583715729,0.09317284808785806,0.0900132761107212
0.1047602280872555,0.09317284808785806,0.0900132761107212
0.1037553057461985,0.09317284808785806,0.0900132761107212
0.0939474076112221,0.09317284808785806,0.0900132761107212
0.10864042674792228,0.09317284808785806,0.0900132761107212
0.09800093193761028,0.09317284808785806,0.0900132761107212
0.11337344342013209,0.09317284808785806,0.0900132761107212
0.10214766176608493,0.09317284808785806,0.0900132761107212
0.11844936826788408,0.09317284808785806,0.0900132761107212
0.10286727457303434,0.09317284808785806,0.0900132761107212
0.10174446768242108,0.09317284808785806,0.0900132761107212
0.10212599491495662,0.09317284808785806,0.0900132761107212
0.09736971243640356,0.09317284808785806,0.0900132761107212
