t,from,to,P
5,D,A,0.0
5,D,B,0.0
5,D,C,0.0
5,D,D,1.0
6,A,A,0.9884708734892802
6,A,B,0.010421963997119494
6,A,C,0.0007833372698960266
6,A,D,0.00032382524370432134
6,B,A,0.06303694028245707
6,B,B,0.9180220396524505
6,B,C,0.016647095522904835
6,B,D,0.002293924542187426
6,C,A,0.024499104715682132
6,C,B,0.10048130751188286
6,C,C,0.8660258218058348
6,C,D,0.008993765966600254
6,D,A,0.0
6,D,B,0.0
6,D,C,0.0
6,D,D,1.0
7,A,A,0.9860249251500681
7,A,B,0.012556860243567
7,A,C,0.0009894233401644107
7,A,D,0.00042879126620047863
7,B,A,0.05260230962456556
7,B,B,0.9252738142371241
7,B,C,0.019331308073740207
7,B,D,0.002792568064570222
7,C,A,0.019689643131523295
7,C,B,0.08875169298885269
7,C,C,0.8813082112542302
7,C,D,0.010250452625393855
7,D,A,0.0
7,D,B,0.0
7,D,C,0.0
7,D,D,1.0
8,A,A,0.9966211200567703
8,A,B,0.003150093234390187
8,A,C,0.00017519614142568472
8,A,D,5.35905674138394e-05
8,B,A,0.18514532729805824
8,B,B,0.8083107755738955
8,B,C,0.005938400096522304
8,B,D,0.0006054970315238025
8,C,A,0.08987554209606483
8,C,B,0.20182752825735784
8,C,C,0.7047444875615142
8,C,D,0.003552442085063182
8,D,A,0.0
8,D,B,0.0
8,D,C,0.0
8,D,D,1.0
9,A,A,0.9978583615919154
9,A,B,0.0020141201417023
9,A,C,0.00010013647262455237
9,A,D,2.738179375768044e-05
9,B,A,0.26288534340989833
9,B,B,0.7329175756272028
9,B,C,0.003846480943031355
9,B,D,0.000350600019867648
9,C,A,0.13721056599242512
9,C,B,0.2462283242641614
9,C,C,0.6141955393996574
9,C,D,0.0023655703437560965
9,D,A,0.0
9,D,B,0.0
9,D,C,0.0
9,D,D,1.0
10,A,A,0.9963594695988349
10,A,B,0.0033887713393697108
10,A,C,0.00019195596712364633
10,A,D,5.980309467169666e-05
10,B,A,0.17427390305602228
10,B,B,0.8187114447837168
10,B,C,0.006354722873191493
10,B,D,0.0006599292870693856
10,C,A,0.0835530195661651
10,C,B,0.19463344685272055
10,C,C,0.7180313859094426
10,C,D,0.003782147671671748
10,D,A,0.0
10,D,B,0.0
10,D,C,0.0
10,D,D,1.0
11,A,A,0.9757128410371193
11,A,B,0.021396982429525282
11,A,C,0.0019313587698621916
11,A,D,0.0009588177634931561
11,B,A,0.03086516887474285
11,B,B,0.9349135580604282
11,B,C,0.029362324568255795
11,B,D,0.004858948496573043
11,C,A,0.010348426741179972
11,C,B,0.06121132804383872
11,C,C,0.9137154721404535
11,C,D,0.014724773074527804
11,D,A,0.0
11,D,B,0.0
11,D,C,0.0
11,D,D,1.0
12,A,A,0.9713113289534914
12,A,B,0.025106055168745738
12,A,C,0.002361219077981622
12,A,D,0.001221396799781112
12,B,A,0.026185499483021513
12,B,B,0.9348742074567173
12,B,C,0.03321347308615883
12,B,D,0.005726819974102411
12,C,A,0.008489947501523966
12,C,B,0.054520174210744274
12,C,C,0.9206160629219436
12,C,D,0.016373815365788108
12,D,A,0.0
12,D,B,0.0
12,D,C,0.0
12,D,D,1.0
13,A,A,0.7369621737260483
13,A,B,0.19837697611527721
13,A,C,0.03351626238758783
13,A,D,0.031144587771086564
13,B,A,0.002113699011792989
13,B,B,0.7858895320982929
13,B,C,0.1618609744416728
13,B,D,0.050135794448241316
13,C,A,0.0004550521649859079
13,C,B,0.009430320155530577
13,C,C,0.9231393919867117
13,C,D,0.06697523569277188
13,D,A,0.0
13,D,B,0.0
13,D,C,0.0
13,D,D,1.0
14,A,A,0.8824407425750542
14,A,B,0.09527571460675986
14,A,C,0.012810296425112925
14,A,D,0.009473246393072947
14,B,A,0.005902214870438292
14,B,B,0.8802052820885108
14,B,C,0.0913697765879539
14,B,D,0.02252272645309703
14,C,A,0.0014517478019094674
14,C,B,0.01905380545714781
14,C,C,0.9400707048271018
14,C,D,0.03942374191384091
14,D,A,0.0
14,D,B,0.0
14,D,C,0.0
14,D,D,1.0
15,A,A,0.5900245419189121
15,A,B,0.2909579870124515
15,A,C,0.05719039995014005
15,A,D,0.06182707111849631
15,B,A,0.001017667619974631
15,B,B,0.6931679187398787
15,B,C,0.22480434693014645
15,B,D,0.0810100667100001
15,C,A,0.00020817060919396424
15,C,B,0.005839043819650153
15,C,C,0.9000532088230022
15,C,D,0.09389957674815372
15,D,A,0.0
15,D,B,0.0
15,D,C,0.0
15,D,D,1.0
16,A,A,0.8396349063122723
16,A,B,0.12688345064262824
16,A,C,0.018556087143892674
16,A,D,0.014925555901206826
16,B,A,0.004080165270693148
16,B,B,0.851656649447447
16,B,C,0.11376181394707124
16,B,D,0.03050137133478861
16,C,A,0.0009497431543476143
16,C,B,0.014747066461919364
16,C,C,0.936262877487159
16,C,D,0.04804031289657405
16,D,A,0.0
16,D,B,0.0
16,D,C,0.0
16,D,D,1.0
17,A,A,0.9796398568919568
17,A,B,0.018057606172858738
17,A,C,0.0015606711718750366
17,A,D,0.000741865763309484
17,B,A,0.036665462088578765
17,B,B,0.9335190494002347
17,B,C,0.02573739440081366
17,B,D,0.004078094110372855
17,C,A,0.012736034622826797
17,C,B,0.06906743287371611
17,C,C,0.9050548650982572
17,C,D,0.013141667405199859
17,D,A,0.0
17,D,B,0.0
17,D,C,0.0
17,D,D,1.0
18,A,A,0.9976820735882569
18,A,B,0.0021768064010175853
18,A,C,0.00011035182340456246
18,A,D,3.0768187320932766e-05
18,B,A,0.2480143244793608
18,B,B,0.7474406146207779
18,B,C,0.0041585652071670955
18,B,D,0.00038649569269416255
18,C,A,0.12788558429940505
18,C,B,0.2386039496770023
18,C,C,0.6309641015933227
18,C,D,0.0025463644302700394
18,D,A,0.0
18,D,B,0.0
18,D,C,0.0
18,D,D,1.0
19,A,A,0.9918935706232899
19,A,B,0.007402570610539146
19,A,C,0.0005103460151488068
19,A,D,0.0001935127510220578
19,B,A,0.08717749809519248
19,B,B,0.89865744278918
19,B,C,0.012575590389354827
19,B,D,0.0015894687262725936
19,C,A,0.036238401493852435
19,C,B,0.12504605410406971
19,C,C,0.8316955912265924
19,C,D,0.007019953175485405
19,D,A,0.0
19,D,B,0.0
19,D,C,0.0
19,D,D,1.0
20,A,A,0.9762623542780429
20,A,B,0.02093149006574552
20,A,C,0.0018787169135905009
20,A,D,0.0009274387426210772
20,B,A,0.03156608680360773
20,B,B,0.9348170839285216
20,B,C,0.028866753117314976
20,B,D,0.00475007615055572
20,C,A,0.010632235745242193
20,C,B,0.06218471051127503
20,C,C,0.9126728135393976
20,C,D,0.014510240204085265
20,D,A,0.0
20,D,B,0.0
20,D,C,0.0
20,D,D,1.0
